5.0000E+00  1.2692E+02
0.0000E+00  2.0717E-01
2.5055E-02  3.7875E+01
5.0038E-02  7.2912E+01
7.5010E-02  8.7565E+01
1.0013E-01  9.3608E+01
1.2507E-01  9.8206E+01
1.5006E-01  1.0210E+02
1.7507E-01  1.0541E+02
2.0008E-01  1.0823E+02
2.2509E-01  1.1065E+02
2.5011E-01  1.1271E+02
2.7512E-01  1.1446E+02
3.0013E-01  1.1594E+02
3.2513E-01  1.1719E+02
3.5014E-01  1.1823E+02
3.7515E-01  1.1911E+02
4.0001E-01  1.1983E+02
4.2501E-01  1.2043E+02
4.5002E-01  1.2093E+02
4.7502E-01  1.2133E+02
5.0003E-01  1.2165E+02
5.2503E-01  1.2192E+02
5.5004E-01  1.2215E+02
5.7504E-01  1.2235E+02
6.0004E-01  1.2255E+02
6.2504E-01  1.2275E+02
6.5004E-01  1.2295E+02
6.7504E-01  1.2316E+02
7.0004E-01  1.2337E+02
7.2503E-01  1.2357E+02
7.5002E-01  1.2378E+02
7.7500E-01  1.2397E+02
8.0013E-01  1.2416E+02
8.2509E-01  1.2434E+02
8.5006E-01  1.2452E+02
8.7501E-01  1.2468E+02
9.0011E-01  1.2484E+02
9.2505E-01  1.2499E+02
9.5014E-01  1.2514E+02
9.7507E-01  1.2528E+02
1.0001E+00  1.2541E+02
1.0251E+00  1.2554E+02
1.0501E+00  1.2566E+02
1.0750E+00  1.2577E+02
1.1001E+00  1.2588E+02
1.1251E+00  1.2599E+02
1.1500E+00  1.2609E+02
1.1750E+00  1.2618E+02
1.2001E+00  1.2627E+02
1.2251E+00  1.2636E+02
1.2501E+00  1.2644E+02
1.2751E+00  1.2652E+02
1.3001E+00  1.2660E+02
1.3251E+00  1.2667E+02
1.3500E+00  1.2674E+02
1.3750E+00  1.2681E+02
1.4001E+00  1.2687E+02
1.4251E+00  1.2694E+02
1.4501E+00  1.2699E+02
1.4751E+00  1.2705E+02
1.5001E+00  1.2711E+02
1.5250E+00  1.2716E+02
1.5501E+00  1.2721E+02
1.5750E+00  1.2726E+02
1.6001E+00  1.2730E+02
1.6251E+00  1.2735E+02
1.6500E+00  1.2739E+02
1.6751E+00  1.2743E+02
1.7001E+00  1.2747E+02
1.7251E+00  1.2751E+02
1.7501E+00  1.2755E+02
1.7750E+00  1.2758E+02
1.8000E+00  1.2762E+02
1.8250E+00  1.2765E+02
1.8501E+00  1.2768E+02
1.8751E+00  1.2772E+02
1.9001E+00  1.2775E+02
1.9251E+00  1.2778E+02
1.9500E+00  1.2780E+02
1.9751E+00  1.2783E+02
2.0001E+00  1.2786E+02
2.0250E+00  1.2788E+02
2.0501E+00  1.2791E+02
2.0750E+00  1.2793E+02
2.1001E+00  1.2795E+02
2.1251E+00  1.2797E+02
2.1500E+00  1.2799E+02
2.1751E+00  1.2801E+02
2.2001E+00  1.2803E+02
2.2251E+00  1.2805E+02
2.2500E+00  1.2807E+02
2.2750E+00  1.2808E+02
2.3000E+00  1.2810E+02
2.3250E+00  1.2811E+02
2.3500E+00  1.2812E+02
2.3750E+00  1.2814E+02
2.4001E+00  1.2815E+02
2.4251E+00  1.2816E+02
2.4501E+00  1.2817E+02
2.4750E+00  1.2818E+02
2.5001E+00  1.2819E+02
2.5250E+00  1.2820E+02
2.5501E+00  1.2821E+02
2.5750E+00  1.2821E+02
2.6001E+00  1.2822E+02
2.6251E+00  1.2823E+02
2.6500E+00  1.2823E+02
2.6751E+00  1.2823E+02
2.7001E+00  1.2824E+02
2.7251E+00  1.2824E+02
2.7501E+00  1.2824E+02
2.7750E+00  1.2824E+02
2.8001E+00  1.2825E+02
2.8251E+00  1.2825E+02
2.8501E+00  1.2824E+02
2.8751E+00  1.2824E+02
2.9001E+00  1.2824E+02
2.9250E+00  1.2824E+02
2.9501E+00  1.2824E+02
2.9751E+00  1.2823E+02
3.0001E+00  1.2823E+02
3.0251E+00  1.2823E+02
3.0501E+00  1.2822E+02
3.0750E+00  1.2822E+02
3.1001E+00  1.2821E+02
3.1251E+00  1.2820E+02
3.1501E+00  1.2820E+02
3.1750E+00  1.2819E+02
3.2000E+00  1.2818E+02
3.2250E+00  1.2817E+02
3.2500E+00  1.2816E+02
3.2750E+00  1.2815E+02
3.3001E+00  1.2814E+02
3.3251E+00  1.2813E+02
3.3501E+00  1.2812E+02
3.3750E+00  1.2811E+02
3.4001E+00  1.2810E+02
3.4251E+00  1.2809E+02
3.4501E+00  1.2808E+02
3.4751E+00  1.2806E+02
3.5001E+00  1.2805E+02
3.5250E+00  1.2804E+02
3.5500E+00  1.2802E+02
3.5751E+00  1.2801E+02
3.6001E+00  1.2799E+02
3.6251E+00  1.2798E+02
3.6501E+00  1.2797E+02
3.6751E+00  1.2795E+02
3.7001E+00  1.2793E+02
3.7251E+00  1.2792E+02
3.7500E+00  1.2790E+02
3.7751E+00  1.2789E+02
3.8001E+00  1.2787E+02
3.8250E+00  1.2785E+02
3.8501E+00  1.2784E+02
3.8750E+00  1.2782E+02
3.9001E+00  1.2780E+02
3.9251E+00  1.2778E+02
3.9500E+00  1.2777E+02
3.9750E+00  1.2775E+02
4.0001E+00  1.2773E+02
4.0251E+00  1.2771E+02
4.0501E+00  1.2769E+02
4.0751E+00  1.2768E+02
4.1000E+00  1.2766E+02
4.1250E+00  1.2764E+02
4.1501E+00  1.2762E+02
4.1751E+00  1.2760E+02
4.2000E+00  1.2758E+02
4.2251E+00  1.2756E+02
4.2500E+00  1.2754E+02
4.2751E+00  1.2752E+02
4.3001E+00  1.2750E+02
4.3250E+00  1.2748E+02
4.3500E+00  1.2746E+02
4.3751E+00  1.2744E+02
4.4001E+00  1.2742E+02
4.4251E+00  1.2740E+02
4.4501E+00  1.2738E+02
4.4750E+00  1.2736E+02
4.5001E+00  1.2734E+02
4.5251E+00  1.2732E+02
4.5500E+00  1.2730E+02
4.5751E+00  1.2728E+02
4.6001E+00  1.2726E+02
4.6251E+00  1.2724E+02
4.6500E+00  1.2722E+02
4.6751E+00  1.2720E+02
4.7001E+00  1.2718E+02
4.7251E+00  1.2716E+02
4.7501E+00  1.2713E+02
4.7751E+00  1.2711E+02
4.8001E+00  1.2709E+02
4.8251E+00  1.2707E+02
4.8500E+00  1.2705E+02
4.8751E+00  1.2703E+02
4.9001E+00  1.2700E+02
4.9250E+00  1.2698E+02
4.9501E+00  1.2696E+02
4.9751E+00  1.2694E+02
